WoS Source UT,WoS Cited Reference UT,Cited Author,Times Cited,Pub Year,Volume,Page,Cited Work,Cited Title,DOI
WOS:000906353200001,WOS:000256890400014,"Dong, Bo",130,2008,28,1270,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,Overexpression of ACE2 enhances plaque stability in a rabbit model of atherosclerosis,10.1161/ATVBAHA.108.164715
WOS:000906353200001,WOS:000255286000005,"Imai, Yumiko",236,2008,93,543,EXPERIMENTAL PHYSIOLOGY,The discovery of angiotensin-converting enzyme 2 and its role in acute lung injury in mice,10.1113/expphysiol.2007.040048
WOS:000906353200001,WOS:000255016500013,"Prada, Jose A. Hernandez",203,2008,51,1312,HYPERTENSION,Structure-based identification of small-molecule angiotensin-converting enzyme 2 activators as novel antihypertensive agents,10.1161/HYPERTENSIONAHA.107.108944
WOS:000906353200001,WOS:000255187900008,"Landau, Daniel",10,2008,197,75,JOURNAL OF ENDOCRINOLOGY,Early blood pressure-independent cardiac changes in diabetic rats,10.1677/JOE-08-0040
WOS:000906353200001,WOS:000254912600012,"Yamada, Yuko",29,2008,29,412,PEPTIDES,"Hypotensive activity of novokinin, a potent analogue of ovokinin(2-7), is mediated by angiotensin AT(2) receptor and prostaglandin IP receptor",10.1016/j.peptides.2007.11.017
WOS:000906353200001,WOS:000252602200063,"Xu, Ping",158,2008,51,574,HYPERTENSION,Endothelial dysfunction and elevated blood pressure in Mas gene-deleted mice,10.1161/HYPERTENSIONAHA.107.102764
WOS:000906353200001,WOS:000252602200046,"Padia, Shetal H.",88,2008,51,460,HYPERTENSION,Conversion of renal angiotensin II to angiotensin III is critical for AT(2) receptor-mediated natriuresis in rats,10.1161/HYPERTENSIONAHA.107.103242
WOS:000906353200001,WOS:000252836100006,"Shu-Xia, Wang",23,2008,121,27,CHINESE MEDICAL JOURNAL,Polymorphisms of angiotensin-converting enzyme 2 gene associated with magnitude of left ventricular hypertrophy in male patients with hypertrophic cardiomyopathy,10.1097/00029330-200801010-00006
WOS:000906353200001,WOS:000252528500005,"Fraga-Silva, Rodrigo Araujo",116,2008,14,28,MOLECULAR MEDICINE,The antithrombotic effect of angiotensin-(1-7) involves mas-mediated NO release from platelets,10.2119/2007-00073.Fraga-Silva
WOS:000906353200001,WOS:000251279300007,"Niu, Wenquan",51,2007,150,374,TRANSLATIONAL RESEARCH,Correlation of angiotensin-converting enzyme 2 gene polymorphisms with stage 2 hypertension in Han Chinese,10.1016/j.trsl.2007.06.002
WOS:000906353200001,WOS:000249586900029,"Carvalho, Mariana B. L.",30,2007,50,762,HYPERTENSION,Evidence for mas-mediated bradykinin potentiation by the angiotensin-(1-7) nonpeptide mimic AVE 0991 in normotensive rats,10.1161/HYPERTENSIONAHA.107.094987
WOS:000906353200001,WOS:000249144400016,"Soler, M. J.",182,2007,72,614,KIDNEY INTERNATIONAL,ACE2 inhibition worsens glomerular injury in association with increased ACE expression in streptozotocin-induced diabetic mice,10.1038/sj.ki.5002373
WOS:000906353200001,WOS:000246327300020,"Santos, Edson L.",32,2007,141,159,REGULATORY PEPTIDES,Functional rescue of a defective angiotensin II AT(1) receptor mutant by the Mas protooncogene,10.1016/j.regpep.2006.12.030
WOS:000906353200001,WOS:000247753700005,"Trask, Aaron J.",91,2007,25,162,CARDIOVASCULAR DRUG REVIEWS,Angiotensin-(1-7): Pharmacology and new perspectives in cardiovascular treatments,10.1111/j.1527-3466.2007.00012.x
WOS:000906353200001,WOS:000247777200055,"Botelho-Santos, Giancarla A.",56,2007,292,H2485,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,Expression of an angiotensin-(1-7)-producing fusion protein in rats induced marked changes in regional vascular resistance,10.1152/ajpheart.01245.2006
WOS:000906353200001,WOS:000245104300033,"Yamazato, Masanobu",150,2007,49,926,HYPERTENSION,Overexpression of angiotensin-converting enzyme 2 in the rostral ventrolateral medulla causes long-term decrease in blood pressure in the spontaneously hypertensive rats,10.1161/01.HYP.0000259942.38108.20
WOS:000906353200001,WOS:000244068700048,"Ferreira, Anderson J.",90,2007,292,H1113,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,The nonpeptide angiotensin-(1-7) receptor Mas agonist AVE-0991 attenuates heart failure induced by myocardial infarction,10.1152/ajpheart.00828.2006
WOS:000906353200001,WOS:000243593500009,"Jankowski, Vera",144,2007,27,297,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,Mass-spectrometric identification of a novel angiotensin peptide in human plasma,10.1161/01.ATV.0000253889.09765.5f
WOS:000906353200001,WOS:000246905700002,"Anguiano-Robledo, Liliana",25,2007,26,151,HYPERTENSION IN PREGNANCY,Renal angiotensin-II receptors expression changes in a model of preeclampsia,10.1080/10641950701252827
WOS:000906353200001,WOS:000243383300078,"Benter, Ibrahim F.",149,2007,292,H666,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,Angiotensin-(1-7) prevents diabetes-induced cardiovascular dysfunction,10.1152/ajpheart.00372.2006
WOS:000906353200001,WOS:000243425900010,"Mehta, Puja K.",1461,2007,292,C82,AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,Angiotensin II cell signaling: physiological and pathological effects in the cardiovascular system,10.1152/ajpcell.00287.2006
WOS:000906353200001,WOS:000243598500034,"Sampaio, Walkyria Oliveira",409,2007,49,185,HYPERTENSION,Angiotensin-(1-7) through receptor Mas mediates endothelial nitric oxide synthase activation via Akt-dependent pathways,10.1161/01.HYP.0000251865.35728.2f
WOS:000906353200001,WOS:000243171900043,"Doobay, Marc F.",276,2007,292,R373,AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,Differential expression of neuronal ACE2 in transgenic mice with overexpression of the brain renin-angiotensin system,10.1152/ajpregu.00292.2006
WOS:000906353200001,WOS:000242245600010,"Huang, W.",33,2006,20,968,JOURNAL OF HUMAN HYPERTENSION,Association study of angiotensin-converting enzyme 2 gene (ACE2) polymorphisms and essential hypertension in northern Han Chinese,10.1038/sj.jhh.1002090
WOS:000906353200001,WOS:000243598000026,"Rice, Gillian I.",134,2006,48,914,HYPERTENSION,"Circulating activities of angiotensin-converting enzyme, its homolog, angiotensin-converting enzyme 2, and neprilysin in a family study",10.1161/01.HYP.0000244543.91937.79
WOS:000906353200001,WOS:000243598000032,"Yayama, Katsutoshi",74,2006,48,958,HYPERTENSION,Angiotensin II stimulates endothelial NO synthase phosphorylation in thoracic aorta of mice with abdominal aortic banding via type 2 receptor,10.1161/01.HYP.0000244108.30909.27
WOS:000906353200001,WOS:000240987500002,"Diez-Freire, Carlos",175,2006,27,12,PHYSIOLOGICAL GENOMICS,ACE2 gene transfer attenuates hypertension-linked pathophysiological changes in the SHR,10.1152/physiolgenomics.00312.2005
WOS:000906353200001,WOS:000243022600005,"Santos, Robson A. S.",63,2006,24,239,CARDIOVASCULAR DRUG REVIEWS,"Pharmacological effects of AVE 0991, a nonpeptide angiotensin-(1-7) receptor agonist",10.1111/j.1527-3466.2006.00239.x
WOS:000906353200001,WOS:000239427900027,"Abadir, Peter M.",119,2006,48,316,HYPERTENSION,Angiotensin II type 2 receptor-bradykinin B-2 receptor functional heterodimerization,10.1161/01.HYP.0000228997.88162.a8
WOS:000906353200001,WOS:000238969300014,"Tikellis, C.",85,2006,70,34,KIDNEY INTERNATIONAL,Developmental expression of ACE2 in the SHR kidney: A role in hypertension?,10.1038/sj.ki.5000428
WOS:000906353200001,WOS:000238686900001,"Paul, Martin",1325,2006,86,747,PHYSIOLOGICAL REVIEWS,Physiology of local renin-angiotensin systems,10.1152/physrev.00036.2005
WOS:000906353200001,WOS:000237419600034,"Grobe, Justin L.",176,2006,290,H2417,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,Chronic angiotensin-(1-7) prevents cardiac fibrosis in DOCA-salt model of hypertension,10.1152/ajpheart.01170.2005
WOS:000906353200001,WOS:000236943400002,"Reudelhuber, TL",35,2006,47,811,HYPERTENSION,A place in our hearts for the lowly angiotensin 1-7 peptide?,10.1161/01.HYP.0000209020.69734.73
WOS:000906353200001,WOS:000236223400021,"Yamamoto, K",281,2006,47,718,HYPERTENSION,Deletion of angiotensin-converting enzyme 2 accelerates pressure overload-induced cardiac dysfunction by increasing local angiotensin II,10.1161/01.HYP.0000205833.89478.5b
WOS:000906353200001,WOS:000235505700006,"Zhong, J",63,2006,147,91,JOURNAL OF LABORATORY AND CLINICAL MEDICINE,Association of angiotensin-converting enzyme 2 gene A/G polymorphism and elevated blood pressure in Chinese patients with metabolic syndrome,10.1016/j.lab.2005.10.001
WOS:000906353200001,WOS:000235093700006,"Lemos, VS",102,2005,46,274,JOURNAL OF CARDIOVASCULAR PHARMACOLOGY,The endothelium-dependent vasodilator effect of the nonpeptide Ang(1-7) mimic AVE 0991 is abolished in the aorta of Mas-knockout mice,10.1097/01.fjc.0000175237.41573.63
WOS:000906353200001,WOS:000229313000010,"Ferrario, CM",1145,2005,111,2605,CIRCULATION,Effect of angiotensin-converting enzyme inhibition and angiotensin II receptor blockers on cardiac angiotensin-converting enzyme 2,10.1161/CIRCULATIONAHA.104.510461
WOS:000906353200001,WOS:000228912700020,"Savoia, C",83,2005,23,1037,JOURNAL OF HYPERTENSION,Negative regulation of RhoA/Rho kinase by angiotensin II type 2 receptor in vascular smooth muscle cells: role in angiotensin II-induced vasodilation in stroke-prone spontaneously hypertensive rats,10.1097/01.hjh.0000166845.49850.39
WOS:000906353200001,WOS:000228730300026,"Hiyoshi, H",65,2005,45,967,HYPERTENSION,"Angiotensin type 2 receptor-mediated phosphorylation of eNOS in the aortas of mice with 2-kidney, 1-clip hypertension",10.1161/01.HYP.0000164571.77710.19
WOS:000906353200001,WOS:000228280900013,"Kostenis, E",321,2005,111,1806,CIRCULATION,(G)-protein-coupled receptor Mas is a physiological antagonist of the angiotensin II type 1 receptor,10.1161/01.CIR.0000160867.23556.7D
WOS:000906353200001,WOS:000226309600027,"Kearney, PM",5572,2005,365,217,LANCET,Global burden of hypertension: analysis of worldwide data,10.1016/S0140-6736(05)17741-1
WOS:000906353200001,WOS:000225356500023,"Zhong, JC",136,2004,44,907,HYPERTENSION,Upregulation of angiotensin-converting enzyme 2 by all-trans retinoic acid in spontaneously hypertensive rats,10.1161/01.HYP.0000146400.57221.74
WOS:000906353200001,WOS:000225095700018,"Wan, YQ",285,2004,47,5995,JOURNAL OF MEDICINAL CHEMISTRY,"Design, synthesis, and biological evaluation of the first selective nonpeptide AT(2) receptor agonist",10.1021/jm049715t
WOS:000906353200001,WOS:000224761500035,"Gironacci, MM",77,2004,44,783,HYPERTENSION,Angiotensin-(1-7) inhibitory mechanism of norepinephrine release in hypertensive rats,10.1161/01.HYP.0000143850.73831.9d
WOS:000906353200001,WOS:000224537800006,"Rice, GI",484,2004,383,45,BIOCHEMICAL JOURNAL,"Evaluation of angiotensin-converting enzyme (ACE), its homologue ACE2 and neprilysin in angiotensin peptide metabolism",10.1042/BJ20040634
WOS:000906353200001,WOS:000222532700003,"Li, XC",62,2004,142,821,BRITISH JOURNAL OF PHARMACOLOGY,AT(2) receptor-mediated vasodilatation is unmasked by AT(1) receptor blockade in conscious SHR,10.1038/sj.bjp.0705838
WOS:000906353200001,WOS:000222467100012,"Benjafield, AV",80,2004,17,624,AMERICAN JOURNAL OF HYPERTENSION,No association of angiotensin-converting enzyme 2 gene (ACE2) polymorphisms with essential hypertension,10.1016/j.amjhyper.2004.02.022
WOS:000906353200001,WOS:000221570900095,"Shinohara, T",142,2004,279,23559,JOURNAL OF BIOLOGICAL CHEMISTRY,Identification of a G protein-coupled receptor specifically responsive to beta-alanine,10.1074/jbc.M314240200
WOS:000906353200001,WOS:000187222500006,"Senbonmatsu, T",159,2003,22,6471,EMBO JOURNAL,A novel angiotensin II type 2 receptor signaling pathway: possible role in cardiac hypertrophy,10.1093/emboj/cdg637
WOS:000906353200001,WOS:000186800800040,"Li, WH",4033,2003,426,450,NATURE,Angiotensin-converting enzyme 2 is a functional receptor for the SARS coronavirus,10.1038/nature02145
WOS:000906353200001,WOS:000185908200010,"Plovsing, RR",32,2003,285,R981,AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,Effects of truncated angiotensins in humans after double blockade of the renin system,10.1152/ajpregu.00263.2003
WOS:000906353200001,WOS:000185679000023,"Tallant, EA",159,2003,42,574,HYPERTENSION,Molecular mechanisms of inhibition of vascular growth by angiotensin-(1-7),10.1161/01.HYP.0000090322.55782.30
WOS:000906353200001,WOS:000184222500041,"Santos, RAS",1419,2003,100,8258,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Angiotensin-(1-7) is an endogenous ligand for the G protein-coupled receptor Mas,10.1073/pnas.1432869100
WOS:000906353200001,WOS:000182810000015,"Sampaio, WO",152,2003,284,H1985,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,Regulation of cardiovascular signaling by kinins and products of similar converting enzyme systems - Systemic and regional hemodynamic effects of angiotensin-(1-7) in rats,10.1152/ajpheart.01145.2002
WOS:000906353200001,WOS:000182680000011,"Huang, LL",198,2003,278,15532,JOURNAL OF BIOLOGICAL CHEMISTRY,Novel peptide inhibitors of angiotensin-converting enzyme 2,10.1074/jbc.M212934200
WOS:000906353200001,WOS:000181579200022,"Santos, RAS",77,2003,41,737,HYPERTENSION,"Characterization of a new selective antagonist for angiotensin-(1-7), D-Pro(7)-angiotensin-(1-7)",10.1161/01.HYP.0000052947.60363.24
WOS:000906353200001,WOS:000179841300013,"Wiemer, G",147,2002,40,847,HYPERTENSION,"AVE 0991, a nonpeptide mimic of the effects of angiotensin-(1-7) on the endothelium",10.1161/01.HYP.0000037979.53963.8F
WOS:000906353200001,WOS:000178487100010,"Dales, NA",147,2002,124,11852,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,Substrate-based design of the first class of angiotensin-converting enzyme-related carboxypeptidase (ACE2) inhibitors,10.1021/ja0277226
WOS:000906353200001,WOS:000176285600039,"Crackower, MA",1593,2002,417,822,NATURE,Angiotensin-converting enzyme 2 is an essential regulator of heart function,10.1038/nature00786
WOS:000906353200001,WOS:000175853300007,"Jackman, HL",100,2002,39,976,HYPERTENSION,Angiotensin 1-9 and 1-7 release in human heart - Role of cathepsin A,10.1161/01.HYP.0000017283.67962.02
WOS:000906353200001,WOS:000175203000063,"Vickers, C",1160,2002,277,14838,JOURNAL OF BIOLOGICAL CHEMISTRY,Hydrolysis of biological peptides by human angiotensin-converting enzyme-related carboxypeptidase,10.1074/jbc.M200581200
WOS:000906353200001,WOS:000174821000014,"Turner, AJ",325,2002,23,177,TRENDS IN PHARMACOLOGICAL SCIENCES,The angiotensin-converting enzyme gene family: genomics and pharmacology,10.1016/S0165-6147(00)01994-5
WOS:000906353200001,WOS:000174940800019,"Lemos, VS",37,2002,135,1743,BRITISH JOURNAL OF PHARMACOLOGY,Angiotensin-(1-7) is involved in the endothelium-dependent modulation of phenylephrine-induced contraction in the aorta of mRen-2 transgenic rats,10.1038/sj.bjp.0704630
WOS:000906353200001,WOS:000174146000009,"Lembo, PMC",339,2002,5,201,NATURE NEUROSCIENCE,Proenkephalin A gene products activate a new family of sensory neuron-specific GPCRs,10.1038/nn815
WOS:000906353200001,WOS:000174622700014,"Ren, YL",180,2002,39,799,HYPERTENSION,Vasodilator action of angiotensin-(1-7) on isolated rabbit afferent arterioles,10.1161/hy0302.104673
WOS:000906353200001,WOS:000173678100008,"Bayorh, MA",32,2002,23,57,PEPTIDES,A-779 attenuates angiotensin-(1-7) depressor response in salt-induced hypertensive rats,10.1016/S0196-9781(01)00579-4
WOS:000906353200001,WOS:000173141500004,"Basso, N",162,2001,38,1246,HYPERTENSION,History about the discovery of the renin-angiotensin system,10.1161/hy1201.101214
WOS:000906353200001,WOS:000171990100010,"Ueda, S",65,2001,19,2001,JOURNAL OF HYPERTENSION,Angiotensin(1-7) potentiates bradykinin-induced vasodilatation in man,10.1097/00004872-200111000-00010
WOS:000906353200001,WOS:000171789200029,"AbdAlla, S",367,2001,276,39721,JOURNAL OF BIOLOGICAL CHEMISTRY,The angiotensin II AT(2) receptor is an AT(1) receptor antagonist,10.1074/jbc.M105253200
WOS:000906353200001,WOS:000170973200012,"Dong, XZ",546,2001,106,619,CELL,A diverse family of GPCRs expressed in specific subsets of nociceptive sensory neurons,10.1016/S0092-8674(01)00483-4
WOS:000906353200001,WOS:000171308400027,"Ferreira, AJ",233,2001,38,665,HYPERTENSION,Angiotensin-(1-7): Cardioprotective effect in myocardial ischemia/reperfusion,10.1161/01.HYP.38.3.665
WOS:000906353200001,WOS:000171308400026,"dos Santos, RAS",37,2001,38,660,HYPERTENSION,"Interactions between angiotensin-(1-7), kinins, and angiotensin II in kidney and blood vessels",10.1161/01.HYP.38.3.660
WOS:000906353200001,WOS:000170179900018,"Sasaki, S",51,2001,38,90,HYPERTENSION,Effects of angiotensin-(1-7) on forearm circulation in normotensive subjects and patients with essential hypertension,10.1161/01.HYP.38.1.90
WOS:000906353200001,WOS:000169181800011,"Eatman, D",34,2001,22,927,PEPTIDES,Gender differences in the attenuation of salt-induced hypertension by angiotensin (1-7),10.1016/S0196-9781(01)00404-1
WOS:000906353200001,WOS:000168934500020,"Heringer-Walther, S",45,2001,37,1309,HYPERTENSION,Baroreflex improvement in SHR after ACE inhibition involves angiotensin-(1-7),10.1161/01.HYP.37.5.1309
WOS:000906353200001,WOS:000168379400016,"Wilsdorf, T",35,2001,37,1136,HYPERTENSION,Angiotensin-(1-7) does not affect vasodilator or TPA responses to bradykinin in human forearm,10.1161/01.HYP.37.4.1136
WOS:000906353200001,WOS:000167563600065,"Fernandes, L",108,2001,37,703,HYPERTENSION,Potentiation of bradykinin by angiotensin-(1-7) on arterioles of spontaneously hypertensive rats studied in vivo,10.1161/01.HYP.37.2.703
WOS:000906353200001,WOS:000090104600011,"Tipnis, SR",1676,2000,275,33238,JOURNAL OF BIOLOGICAL CHEMISTRY,A human homolog of angiotensin-converting enzyme - Cloning and functional expression as a captopril-insensitive carboxypeptidase,10.1074/jbc.M002615200
WOS:000906353200001,WOS:000089334000015,"Donoghue, M",2320,2000,87,E1,CIRCULATION RESEARCH,A novel angiotensin-converting enzyme-related carboxypeptidase (ACE2) converts angiotensin I to angiotensin 1-9,10.1161/01.res.87.5.e1
WOS:000906353200001,WOS:000088594500008,"Feterik, K",61,2000,873,75,BRAIN RESEARCH,Angiotensin-(1-7) causes endothelium-dependent relaxation in canine middle cerebral artery,10.1016/S0006-8993(00)02482-3
WOS:000906353200001,WOS:000087806700015,"Gironacci, MM",50,2000,35,1248,HYPERTENSION,Angiotensin-(1-7) reduces norepinephrine release through a nitric oxide mechanism in rat hypothalamus,10.1161/01.HYP.35.6.1248
WOS:000906353200001,WOS:000086611700026,"Ueda, S",77,2000,35,998,HYPERTENSION,Angiotensin-(1-7) attenuates vasoconstriction evoked by angiotensin II but not by noradrenaline in man,10.1161/01.HYP.35.4.998
WOS:000906353200001,WOS:000083469000015,"Tsutsumi, Y",457,1999,104,925,JOURNAL OF CLINICAL INVESTIGATION,Angiotensin II type 2 receptor overexpression activates the vascular kinin system and causes vasodilation,10.1172/JCI7886
